直播,#genre#
CCTV9,http://171.11.182.227:4000/rtp/225.1.2.80:10474
CCTV10,http://171.11.182.227:4000/rtp/225.1.2.81:10480
CCTV11,http://171.11.182.227:4000/rtp/225.1.2.7:10036
CCTV12,http://171.11.182.227:4000/rtp/225.1.2.82:10486
CCTV13,http://171.11.182.227:4000/rtp/225.1.2.9:10048
CCTV14,http://171.11.182.227:4000/rtp/225.1.2.83:10492
CCTV15,http://171.11.182.227:4000/rtp/225.1.2.11:10060
CGTN,http://171.11.182.227:4000/rtp/225.1.2.12:10066
河南卫视,http://171.11.182.227:4000/rtp/225.1.2.99:10588
河南都市,http://171.11.182.227:4000/rtp/225.1.2.56:10330
河南民生,http://171.11.182.227:4000/rtp/225.1.2.57:10336
河南法治,http://171.11.182.227:4000/rtp/225.1.2.58:10342
河南电视剧,http://171.11.182.227:4000/rtp/225.1.2.59:10348
河南新闻,http://171.11.182.227:4000/rtp/225.1.2.60:10354
欢腾购物,http://171.11.182.227:4000/rtp/225.1.2.61:10360
河南公共道,http://171.11.182.227:4000/rtp/225.1.2.62:10366
河南新农村,http://171.11.182.227:4000/rtp/225.1.2.104:10618
河南国际,http://171.11.182.227:4000/rtp/225.1.2.103:10612
移动戏曲,http://171.11.182.227:4000/rtp/225.1.2.190:11866
文物宝库,http://171.11.182.227:4000/rtp/225.1.2.101:10600
梨园,http://171.11.182.227:4000/rtp/225.1.2.100:10594
武术世界,http://171.11.182.227:4000/rtp/225.1.2.102:10606
新闻综合,http://171.11.182.227:4000/rtp/225.1.2.122:10750
河南公共,http://171.11.182.227:4000/rtp/225.1.2.123:10756
湖南卫视,http://171.11.182.227:4000/rtp/225.1.2.50:10294
江苏卫视,http://171.11.182.227:4000/rtp/225.1.2.84:10498
浙江卫视,http://171.11.182.227:4000/rtp/225.1.2.85:10504
北京卫视,http://171.11.182.227:4000/rtp/225.1.2.49:10288
东方卫视,http://171.11.182.227:4000/rtp/225.1.2.86:10510
天津卫视,http://171.11.182.227:4000/rtp/225.1.2.87:10516
山东卫视,http://171.11.182.227:4000/rtp/225.1.2.89:10528
安徽卫视,http://171.11.182.227:4000/rtp/225.1.2.88:10522
深圳卫视,http://171.11.182.227:4000/rtp/225.1.2.91:10540
江西卫视,http://171.11.182.227:4000/rtp/225.1.2.25:10144
湖北卫视,http://171.11.182.227:4000/rtp/225.1.2.90:10534
四川卫视,http://171.11.182.227:4000/rtp/225.1.2.24:10138
黑龙江卫视,http://171.11.182.227:4000/rtp/225.1.2.92:10546
云南卫视,http://171.11.182.227:4000/rtp/225.1.2.21:10120
贵州卫视,http://171.11.182.227:4000/rtp/225.1.2.26:10150
辽宁卫视,http://171.11.182.227:4000/rtp/225.1.2.152:10930
东南卫视,http://171.11.182.227:4000/rtp/225.1.2.31:10180
重庆卫视,http://171.11.182.227:4000/rtp/225.1.2.30:10174
广东卫视,http://171.11.182.227:4000/rtp/225.1.2.151:10924
广西卫视,http://171.11.182.227:4000/rtp/225.1.2.34:10198
河北卫视,http://171.11.182.227:4000/rtp/225.1.2.32:10186
海南卫视,http://171.11.182.227:4000/rtp/225.1.2.40:10234
吉林卫视,http://171.11.182.227:4000/rtp/225.1.2.35:10204
山西卫视,http://171.11.182.227:4000/rtp/225.1.2.37:10216
陕西卫视,http://171.11.182.227:4000/rtp/225.1.2.36:10210
甘肃卫视,http://171.11.182.227:4000/rtp/225.1.2.44:10258
宁夏卫视,http://171.11.182.227:4000/rtp/225.1.2.41:10240
青海卫视,http://171.11.182.227:4000/rtp/225.1.2.39:10228
内蒙古,http://171.11.182.227:4000/rtp/225.1.2.38:10222
西藏卫视,http://171.11.182.227:4000/rtp/225.1.2.42:10246
新疆卫视,http://171.11.182.227:4000/rtp/225.1.2.43:10252
厦门卫视,http://171.11.182.227:4000/rtp/225.1.2.96:10570
BTVKAKU少儿,http://171.11.182.227:4000/rtp/225.1.2.45:10264
金鹰纪实,http://171.11.182.227:4000/rtp/225.1.2.97:10576
导视,http://171.11.182.227:4000/rtp/225.1.2.241:11908
CCTV11高清,http://171.11.182.227:4000/rtp/225.1.2.220:11434
CCTV13高清,http://171.11.182.227:4000/rtp/225.1.2.74:11584
CCTV15高清,http://171.11.182.227:4000/rtp/225.1.2.221:11440
CCTV17农业高清,http://171.11.182.227:4000/rtp/225.1.2.53:10312
央广购物,http://171.11.182.227:4000/rtp/225.1.2.233:11506
环球购物,http://171.11.182.227:4000/rtp/225.1.2.230:11494
家有购物,http://171.11.182.227:4000/rtp/225.1.2.229:11488
优购物,http://171.11.182.227:4000/rtp/225.1.2.243:11920
快乐购,http://171.11.182.227:4000/rtp/225.1.2.234:11512
风尚购物,http://171.11.182.227:4000/rtp/225.1.2.235:11518
河南卫视,http://171.11.182.227:4000/rtp/225.1.2.22:10126
国学,http://171.11.182.227:4000/rtp/225.1.2.129:11674
四川卫视高清,http://171.11.182.227:4000/rtp/225.1.2.108:11626
云南卫视高清,http://171.11.182.227:4000/rtp/225.1.2.76:11596
贵州卫视高清,http://171.11.182.227:4000/rtp/225.1.2.109:11632
东南卫视高清,http://171.11.182.227:4000/rtp/225.1.2.226:11470
重庆卫视高清,http://171.11.182.227:4000/rtp/225.1.2.75:11590
河北卫视高清,http://171.11.182.227:4000/rtp/225.1.2.106:11614
吉林卫视高清,http://171.11.182.227:4000/rtp/225.1.2.105:11608
金鹰卡通,http://171.11.182.227:4000/rtp/225.1.2.46:10270
嘉佳卡通,http://171.11.182.227:4000/rtp/225.1.2.93:10552
CETV1高清,http://171.11.182.227:4000/rtp/225.1.2.94:10558
CETV4,http://171.11.182.227:4000/rtp/225.1.2.95:10564
IPTV6,http://171.11.182.227:4000/rtp/225.1.2.155:10948
兵团卫视,http://171.11.182.227:4000/rtp/225.1.2.98:10582
CETV2,http://171.11.182.227:4000/rtp/225.1.2.149:10912
爱上4K,http://171.11.182.227:4000/rtp/225.1.2.196:11194
山东教育,http://171.11.182.227:4000/rtp/225.1.2.150:10918
三沙卫视,http://171.11.182.227:4000/rtp/225.1.2.225:11464
海南卫视高清,http://171.11.182.227:4000/rtp/225.1.2.107:11620
商丘新闻,http://171.11.182.227:4000/rtp/225.1.2.114:10702
商丘公共,http://171.11.182.227:4000/rtp/225.1.2.115:10708
商丘科教,http://171.11.182.227:4000/rtp/225.1.2.157:10960
魅力时尚,http://171.11.182.227:4000/rtp/225.1.2.145:10888
中华特产,http://171.11.182.227:4000/rtp/225.1.2.205:11788
欢腾购物,http://171.11.182.227:4000/rtp/225.1.2.73:11578
IPTV3,http://171.11.182.227:4000/rtp/225.1.2.146:10894
CHC家庭影院,http://171.11.182.227:4000/rtp/225.1.2.214:11422
CHC动作电影,http://171.11.182.227:4000/rtp/225.1.2.215:11428
CHC高清电影,http://171.11.182.227:4000/rtp/225.1.2.210:11398
乒羽,http://171.11.182.227:4000/rtp/225.1.2.213:11416
新动漫,http://171.11.182.227:4000/rtp/225.1.2.211:11404
音乐现场,http://171.11.182.227:4000/rtp/225.1.2.158:10966
爱生活,http://171.11.182.227:4000/rtp/225.1.2.159:10972
好学生,http://171.11.182.227:4000/rtp/225.1.2.160:10978
国学,http://171.11.182.227:4000/rtp/225.1.2.161:10984
早教,http://171.11.182.227:4000/rtp/225.1.2.162:10990
高网,http://171.11.182.227:4000/rtp/225.1.2.163:10996
军事,http://171.11.182.227:4000/rtp/225.1.2.164:11002
美妆,http://171.11.182.227:4000/rtp/225.1.2.165:11008
地理,http://171.11.182.227:4000/rtp/225.1.2.166:11014
IPTV经典电影,http://171.11.182.227:4000/rtp/225.1.2.167:11020
精选频道,http://171.11.182.227:4000/rtp/225.1.2.236:11524
足球,http://171.11.182.227:4000/rtp/225.1.2.198:11392
IPTV谍战剧场,http://171.11.182.227:4000/rtp/225.1.2.168:11026
IPTV相声小品,http://171.11.182.227:4000/rtp/225.1.2.169:11032
IPTV野外,http://171.11.182.227:4000/rtp/225.1.2.170:11038
IPTV法治,http://171.11.182.227:4000/rtp/225.1.2.171:11044
IPTV少儿动画,http://171.11.182.227:4000/rtp/225.1.2.172:11050
IPTV热播剧场,http://171.11.182.227:4000/rtp/225.1.2.173:11056
IPTV5,http://171.11.182.227:4000/rtp/225.1.2.52:10306
IPTV8,http://171.11.182.227:4000/rtp/225.1.2.51:10300
收视指南,http://171.11.182.227:4000/rtp/225.1.2.55:10324
CCTV1,http://171.11.182.227:4000/rtp/225.1.2.54:11380
CCTV2,http://171.11.182.227:4000/rtp/225.1.2.2:10006
CCTV4,http://171.11.182.227:4000/rtp/225.1.2.3:11368
CCTV5,http://171.11.182.227:4000/rtp/225.1.2.142:10870
CCTV7,http://171.11.182.227:4000/rtp/225.1.2.4:10018
CCTV9,http://171.11.182.227:4000/rtp/225.1.2.5:10024
CCTV10,http://171.11.182.227:4000/rtp/225.1.2.6:10030
CCTV12,http://171.11.182.227:4000/rtp/225.1.2.8:10042
CCTV14,http://171.11.182.227:4000/rtp/225.1.2.10:10054
CCTV17,http://171.11.182.227:4000/rtp/225.1.2.217:11236
CCTV4欧洲,http://171.11.182.227:4000/rtp/225.1.2.182:11818
CCTV4美洲,http://171.11.182.227:4000/rtp/225.1.2.183:11824
CGTN英语,http://171.11.182.227:4000/rtp/225.1.2.184:11830
CGTN英文记录,http://171.11.182.227:4000/rtp/225.1.2.185:11836
CGTN西班牙语,http://171.11.182.227:4000/rtp/225.1.2.186:11842
CGTN法语,http://171.11.182.227:4000/rtp/225.1.2.187:11848
CGTN阿拉伯语,http://171.11.182.227:4000/rtp/225.1.2.188:11854
CGTN俄语,http://171.11.182.227:4000/rtp/225.1.2.189:11860
浙江卫视,http://171.11.182.227:4000/rtp/225.1.2.14:11362
东方卫视,http://171.11.182.227:4000/rtp/225.1.2.29:10168
天津卫视,http://171.11.182.227:4000/rtp/225.1.2.18:10102
安徽卫视,http://171.11.182.227:4000/rtp/225.1.2.16:10090
山东卫视,http://171.11.182.227:4000/rtp/225.1.2.20:10114
湖北卫视,http://171.11.182.227:4000/rtp/225.1.2.28:10162
深圳卫视,http://171.11.182.227:4000/rtp/225.1.2.27:10156
黑龙江卫视,http://171.11.182.227:4000/rtp/225.1.2.23:10132
北京卫视,http://171.11.182.227:4000/rtp/225.1.2.17:10096
湖南卫视,http://171.11.182.227:4000/rtp/225.1.2.13:10072
江苏卫视,http://171.11.182.227:4000/rtp/225.1.2.15:10084
广东卫视,http://171.11.182.227:4000/rtp/225.1.2.33:10192
辽宁卫视,http://171.11.182.227:4000/rtp/225.1.2.19:10108
IPTV5高清,http://171.11.182.227:4000/rtp/225.1.2.153:10936
纪实人文高清,http://171.11.182.227:4000/rtp/225.1.2.154:10942
江西卫视高清,http://171.11.182.227:4000/rtp/225.1.2.77:11602
现场直播,http://171.11.182.227:4000/rtp/225.1.2.181:11104
好享购,http://171.11.182.227:4000/rtp/225.1.2.231:11500
河南卫视4K,http://171.11.182.227:4000/rtp/225.1.2.237:11530
河南郑州联通,#genre#
CCTV1,http://222.137.233.146:8888/udp/225.1.4.73:1102
CCTV2,http://222.137.233.146:8888/udp/225.1.4.74:1103
CCTV3,http://222.137.233.146:8888/udp/225.1.4.158:1194
CCTV4,http://222.137.233.146:8888/udp/225.1.5.30:1333
CCTV5,http://222.137.233.146:8888/udp/225.1.4.159:1195
CCTV6,http://222.137.233.146:8888/udp/225.1.4.160:1196
CCTV7,http://222.137.233.146:8888/udp/225.1.4.76:1105
CCTV8,http://222.137.233.146:8888/udp/225.1.4.161:1197
CCTV9,http://222.137.233.146:8888/udp/225.1.4.77:1106
CCTV11,http://222.137.233.146:8888/udp/225.1.4.215:1268
CCTV12,http://222.137.233.146:8888/udp/225.1.4.79:1108
CCTV13,http://222.137.233.146:8888/udp/225.1.4.113:1293
CCTV14,http://222.137.233.146:8888/udp/225.1.4.80:1109
CCTV15,http://222.137.233.146:8888/udp/225.1.4.216:1269
CCTV17,http://222.137.233.146:8888/udp/225.1.4.226:2506
CCTV5+,http://222.137.233.146:8888/udp/225.1.4.75:1104
爱上4K,http://222.137.233.146:8888/udp/225.1.4.162:1204
河南卫视4K,http://222.137.233.146:8888/udp/225.1.4.254:1300
河南都市,http://222.137.233.146:8888/udp/225.1.4.52:1081
河南民生,http://222.137.233.146:8888/udp/225.1.4.53:1082
河南法治,http://222.137.233.146:8888/udp/225.1.4.54:1083
河南电视剧,http://222.137.233.146:8888/udp/225.1.4.55:1084
河南新闻,http://222.137.233.146:8888/udp/225.1.4.56:1085
河南公共,http://222.137.233.146:8888/udp/225.1.4.58:1087
河南乡村,http://222.137.233.146:8888/udp/225.1.4.120:1149
河南国际,http://222.137.233.146:8888/udp/225.1.4.102:1131
河南戏曲,http://222.137.233.146:8888/udp/225.1.4.99:1128
河南文博,http://222.137.233.146:8888/udp/225.1.4.100:1129
河南功夫,http://222.137.233.146:8888/udp/225.1.4.101:1130
睛彩中原,http://222.137.233.146:8888/udp/225.1.4.163:1203
移动戏曲,http://222.137.233.146:8888/udp/225.1.4.206:1254
河南移动,http://222.137.233.146:8888/udp/225.1.5.40:1350
健康中原,http://222.137.233.146:8888/udp/225.1.5.48:1358
河南导视,http://222.137.233.146:8888/udp/225.1.4.194:1244
郑州新闻,http://222.137.233.146:8888/udp/225.1.4.140:1176
郑州商都,http://222.137.233.146:8888/udp/225.1.4.141:1177
郑州文旅,http://222.137.233.146:8888/udp/225.1.4.142:1178
郑州影视,http://222.137.233.146:8888/udp/225.1.4.146:1182
郑州妇女,http://222.137.233.146:8888/udp/225.1.4.147:1183
郑州都市,http://222.137.233.146:8888/udp/225.1.4.149:1185
郑州教育,http://222.137.233.146:8888/udp/225.1.4.191:1241
新密新闻,http://222.137.233.146:8888/udp/225.1.4.239:1285
新郑综合,http://222.137.233.146:8888/udp/225.1.4.243:1289
中牟综合,http://222.137.233.146:8888/udp/225.1.4.244:1290
巩义综合,http://222.137.233.146:8888/udp/225.1.5.50:1360
广西卫视,http://222.137.233.146:8888/udp/225.1.4.31:1060
山西卫视,http://222.137.233.146:8888/udp/225.1.4.38:1067
陕西卫视,http://222.137.233.146:8888/udp/225.1.4.39:1068
甘肃卫视,http://222.137.233.146:8888/udp/225.1.4.42:1071
宁夏卫视,http://222.137.233.146:8888/udp/225.1.4.43:1072
青海卫视,http://222.137.233.146:8888/udp/225.1.4.44:1073
内蒙古卫视,http://222.137.233.146:8888/udp/225.1.4.45:1074
西藏卫视,http://222.137.233.146:8888/udp/225.1.4.46:1075
新疆卫视,http://222.137.233.146:8888/udp/225.1.4.47:1076
北京卫视,http://222.137.233.146:8888/udp/225.1.4.81:1110
湖南卫视,http://222.137.233.146:8888/udp/225.1.4.82:1111
江苏卫视,http://222.137.233.146:8888/udp/225.1.4.83:1112
浙江卫视,http://222.137.233.146:8888/udp/225.1.4.84:1113
东方卫视,http://222.137.233.146:8888/udp/225.1.4.85:1114
天津卫视,http://222.137.233.146:8888/udp/225.1.4.86:1115
山东卫视,http://222.137.233.146:8888/udp/225.1.4.88:1117
安徽卫视,http://222.137.233.146:8888/udp/225.1.4.87:1116
湖北卫视,http://222.137.233.146:8888/udp/225.1.4.89:1118
深圳卫视,http://222.137.233.146:8888/udp/225.1.4.90:1119
黑龙江卫视,http://222.137.233.146:8888/udp/225.1.4.91:1120
厦门卫视,http://222.137.233.146:8888/udp/225.1.4.95:1124
新疆兵团卫视,http://222.137.233.146:8888/udp/225.1.4.97:1126
贵州卫视,http://222.137.233.146:8888/udp/225.1.4.122:1302
河北卫视,http://222.137.233.146:8888/udp/225.1.4.123:1304
江西卫视,http://222.137.233.146:8888/udp/225.1.4.139:1305
四川卫视,http://222.137.233.146:8888/udp/225.1.4.151:1306
云南卫视,http://222.137.233.146:8888/udp/225.1.4.152:1307
重庆卫视,http://222.137.233.146:8888/udp/225.1.4.157:1308
山东教育,http://222.137.233.146:8888/udp/225.1.4.164:1205
广东卫视,http://222.137.233.146:8888/udp/225.1.4.166:1207
辽宁卫视,http://222.137.233.146:8888/udp/225.1.4.167:1208
吉林卫视,http://222.137.233.146:8888/udp/225.1.4.174:1309
海南卫视,http://222.137.233.146:8888/udp/225.1.4.195:1310
东南卫视,http://222.137.233.146:8888/udp/225.1.4.228:1274
三沙卫视,http://222.137.233.146:8888/udp/225.1.4.234:1280
CHC高清电影,http://222.137.233.146:8888/udp/225.1.4.207:1260
CHC动作电影,http://222.137.233.146:8888/udp/225.1.4.208:1261
CHC家庭影院,http://222.137.233.146:8888/udp/225.1.4.209:1262
北京卡酷少儿,http://222.137.233.146:8888/udp/225.1.4.48:1077
金鹰卡通,http://222.137.233.146:8888/udp/225.1.4.49:1078
嘉佳卡通,http://222.137.233.146:8888/udp/225.1.4.92:1121
新动漫,http://222.137.233.146:8888/udp/225.1.4.212:1265
CETV1,http://222.137.233.146:8888/udp/225.1.4.173:1712
CETV2,http://222.137.233.146:8888/udp/225.1.4.165:1206
CETV4,http://222.137.233.146:8888/udp/225.1.4.171:1710
纪实人文,http://222.137.233.146:8888/udp/225.1.4.170:1222
金鹰纪实,http://222.137.233.146:8888/udp/225.1.4.172:1711
先锋乒羽,http://222.137.233.146:8888/udp/225.1.4.210:1263
国学,http://222.137.233.146:8888/udp/225.1.4.196:1311
CCTV4,http://222.137.233.146:8888/udp/225.1.5.31:1342
CCTV4美洲,http://222.137.233.146:8888/udp/225.1.5.32:1343
CGTN,http://222.137.233.146:8888/udp/225.1.4.16:1045
CGTN英语,http://222.137.233.146:8888/udp/225.1.5.34:1344
CGTN英文记录,http://222.137.233.146:8888/udp/225.1.5.35:1345
CGTN西班牙语,http://222.137.233.146:8888/udp/225.1.5.36:1346
CGTN法语,http://222.137.233.146:8888/udp/225.1.5.37:1347
CGTN阿拉伯语,http://222.137.233.146:8888/udp/225.1.5.38:1348
CGTN俄语,http://222.137.233.146:8888/udp/225.1.5.39:1349
爱体育,http://222.137.233.146:8888/udp/225.1.4.168:1220
爱电影,http://222.137.233.146:8888/udp/225.1.4.6:1035
爱大剧,http://222.137.233.146:8888/udp/225.1.4.8:1037
经典电影,http://222.137.233.146:8888/udp/225.1.4.175:1233
爱生活,http://222.137.233.146:8888/udp/225.1.4.176:1225
好学生,http://222.137.233.146:8888/udp/225.1.4.177:1226
国学,http://222.137.233.146:8888/udp/225.1.4.178:1227
早教,http://222.137.233.146:8888/udp/225.1.4.179:1228
高网,http://222.137.233.146:8888/udp/225.1.4.180:1229
军事,http://222.137.233.146:8888/udp/225.1.4.181:1230
美妆,http://222.137.233.146:8888/udp/225.1.4.182:1231
地理,http://222.137.233.146:8888/udp/225.1.4.183:1232
音乐现场,http://222.137.233.146:8888/udp/225.1.4.184:1224
IPTV谍战剧场,http://222.137.233.146:8888/udp/225.1.4.185:1240
IPTV相声小品,http://222.137.233.146:8888/udp/225.1.4.186:1235
IPTV野外,http://222.137.233.146:8888/udp/225.1.4.187:1236
IPTV法治,http://222.137.233.146:8888/udp/225.1.4.188:1237
热播剧场,http://222.137.233.146:8888/udp/225.1.4.190:1239
足球,http://222.137.233.146:8888/udp/225.1.4.200:1250
爱综艺,http://222.137.233.146:8888/udp/225.1.4.204:1252
魅力时尚,http://222.137.233.146:8888/udp/225.1.4.205:1253
精选,http://222.137.233.146:8888/udp/225.1.4.253:1299
收视指南,http://222.137.233.146:8888/udp/225.1.4.50:1079
CCTV1,http://222.137.233.146:8888/udp/225.1.4.1:1030
CCTV2,http://222.137.233.146:8888/udp/225.1.4.2:1031
CCTV7,http://222.137.233.146:8888/udp/225.1.4.7:1036
CCTV9,http://222.137.233.146:8888/udp/225.1.4.9:1038
CCTV10,http://222.137.233.146:8888/udp/225.1.4.10:1039
CCTV11,http://222.137.233.146:8888/udp/225.1.4.11:1040
CCTV12,http://222.137.233.146:8888/udp/225.1.4.12:1041
CCTV13,http://222.137.233.146:8888/udp/225.1.4.13:1042
CCTV14,http://222.137.233.146:8888/udp/225.1.4.14:1043
CCTV15,http://222.137.233.146:8888/udp/225.1.4.15:1044
CCTV17,http://222.137.233.146:8888/udp/225.1.4.227:2507
河南卫视,http://222.137.233.146:8888/udp/225.1.5.45:1355
河南卫视,http://222.137.233.146:8888/udp/225.1.4.98:1127
河南卫视,http://222.137.233.146:8888/udp/225.1.4.51:1080
河南卫视,http://222.137.233.146:8888/udp/225.1.5.42:1352
湖南卫视,http://222.137.233.146:8888/udp/225.1.4.17:1046
江苏卫视,http://222.137.233.146:8888/udp/225.1.4.18:1047
浙江卫视,http://222.137.233.146:8888/udp/225.1.4.19:1048
安徽卫视,http://222.137.233.146:8888/udp/225.1.4.20:1049
北京卫视,http://222.137.233.146:8888/udp/225.1.4.21:1050
东方卫视,http://222.137.233.146:8888/udp/225.1.4.22:1051
深圳卫视,http://222.137.233.146:8888/udp/225.1.4.23:1052
天津卫视,http://222.137.233.146:8888/udp/225.1.4.24:1053
海南卫视,http://222.137.233.146:8888/udp/225.1.4.25:1054
辽宁卫视,http://222.137.233.146:8888/udp/225.1.4.26:1055
山东卫视,http://222.137.233.146:8888/udp/225.1.4.27:1056
黑龙江卫视,http://222.137.233.146:8888/udp/225.1.4.28:1057
重庆卫视,http://222.137.233.146:8888/udp/225.1.4.29:1058
广东卫视,http://222.137.233.146:8888/udp/225.1.4.30:1059
东南卫视,http://222.137.233.146:8888/udp/225.1.4.32:1061
云南卫视,http://222.137.233.146:8888/udp/225.1.4.33:1062
河北卫视,http://222.137.233.146:8888/udp/225.1.4.34:1063
湖北卫视,http://222.137.233.146:8888/udp/225.1.4.35:1064
吉林卫视,http://222.137.233.146:8888/udp/225.1.4.36:1065
江西卫视,http://222.137.233.146:8888/udp/225.1.4.37:1066
四川卫视,http://222.137.233.146:8888/udp/225.1.4.40:1069
贵州卫视,http://222.137.233.146:8888/udp/225.1.4.41:1070
郑州新闻,http://222.137.233.146:8888/udp/225.1.4.143:1179
郑州商都,http://222.137.233.146:8888/udp/225.1.4.144:1180
郑州文旅,http://222.137.233.146:8888/udp/225.1.4.145:1181
爱体育,http://222.137.233.146:8888/udp/225.1.4.5:1034
河南购物,http://222.137.233.146:8888/udp/225.1.4.57:1086
家有购物,http://222.137.233.146:8888/udp/225.1.4.223:1273
聚鲨环球精选,http://222.137.233.146:8888/udp/225.1.4.229:1275
央广购物,http://222.137.233.146:8888/udp/225.1.4.230:1276
快乐购,http://222.137.233.146:8888/udp/225.1.4.231:1277
好享购物,http://222.137.233.146:8888/udp/225.1.4.232:1278
风尚购物,http://222.137.233.146:8888/udp/225.1.4.233:1279
河南欢腾购物,http://222.137.233.146:8888/udp/225.1.4.236:1282
福建,#genre#
福州新闻,http://live.zohi.tv/video/s10001-fztv-1/index.m3u8
福州生活,http://live.zohi.tv/video/s10001-fztv-3/index.m3u8
福州少儿,http://live.zohi.tv/video/s10001-fztv-4/index.m3u8
厦门第一,http://cctvtxyh5ca.liveplay.myqcloud.com/cstv/xiamen1_2/index.m3u8
将乐综合,http://218.106.152.196/lsdream/9nbYeUc/1000/live.m3u8
将乐二套,http://218.106.152.196/lsdream/1MKmR5B/2000/live.m3u8
永安综合,http://218.106.152.196/lsdream/x6FnPrm/2000/live.m3u8
霞浦公共,http://218.106.152.196/lsdream/f2Hfjtd/5000/live.m3u8
武夷山综合,http://fjwysdb.chinashadt.com:2036/live/1.stream/playlist.m3u8
武夷山文旅茶,http://fjwysdb.chinashadt.com:2036/live/3.stream/playlist.m3u8
云霄综合,http://live.zzyxxw.com:85/live/xwzh.m3u8
漳州新闻,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8
三明综合,http://stream.smntv.cn/smtv1/sd/live.m3u8
三明公共,http://stream.smntv.cn/smtv2/sd/live.m3u8
三明新闻综合,http://fjnhdb.chinashadt.com:2036/live/stream:nh2.stream/playlist.m3u8?zfud
三明新闻综合,http://stream.smntv.cn/smtv1/sd/live.m3u8?zfud
三明公共频道,http://stream.smntv.cn/smtv2/sd/live.m3u8?zfud
新罗电视一套,http://stream.lyxltv.com/xltv/sd/live.m3u8?zfud
将乐综合,http://218.106.152.196/lsdream/9nbYeUc/1000/live.m3u8?fujian
建宁综合频道,https://p2.weizan.cn/2144741973/075444991326676404/live.m3u8?zfud
宁化电视一套,http://fjnhdb.chinashadt.com:2036/live/stream:nh1.stream/playlist.m3u8?fujian
永安综合频道,http://218.106.152.196/lsdream/x6FnPrm/2000/live.m3u8?fujian
霞浦综合频道,http://218.106.152.196/lsdream/G7wCyZW/4000/live.m3u8?zfud
德化新闻综合,http://218.106.152.196/lsdream/2LacKP6/1024/live.m3u8?zfud
石狮综合,http://218.106.152.196/lsdream/MO13IYx/2000/live.m3u8?zfud
云霄综合,http://live.zzyxxw.com:85/live/xwzh.m3u8?fujian
漳浦综合,http://220.161.87.62:8090/hls/0/index.m3u8?zfud
龙岩新闻综合,http://live.lytv.net.cn/zhpwd/hd/live.m3u8?zfud
龙岩新闻综合,http://stream.lytv.net.cn/2/sd/live.m3u8?zfud
龙岩公共频道,http://live.lytv.net.cn/ggpd/sd/live.m3u8?zfud
新罗电视一套,http://stream.lyxltv.com/xltv/sd/live.m3u8?zfud
将乐综合,http://218.106.152.196/lsdream/9nbYeUc/1000/live.m3u8?fujian
建宁综合频道,https://p2.weizan.cn/2144741973/075444991326676404/live.m3u8?zfud
永安综合频道,http://218.106.152.196/lsdream/x6FnPrm/2000/live.m3u8?fujian
霞浦综合频道,http://218.106.152.196/lsdream/G7wCyZW/4000/live.m3u8?zfud
德化新闻综合,http://218.106.152.196/lsdream/2LacKP6/1024/live.m3u8?zfud
石狮综合,http://218.106.152.196/lsdream/MO13IYx/2000/live.m3u8?zfud
云霄综合,http://live.zzyxxw.com:85/live/xwzh.m3u8?fujian
漳浦综合,http://220.161.87.62:8090/hls/0/index.m3u8?zfud
河北,#genre#
河北经济,http://live.hyxrmt.com:85/live/xwpd.m3u8
石家庄新闻,http://pluslive1.sjzntv.cn/xmzh/playlist.m3u8
石家庄娱乐,http://pluslive1.sjzntv.cn/yule/playlist.m3u8
石家庄生活,http://pluslive1.sjzntv.cn/shenghuo/playlist.m3u8
石家庄都市,http://pluslive1.sjzntv.cn/dushi/playlist.m3u8
保定新闻,http://jwcdnqx.hebyun.com.cn/live/jybd/1500k/tzwj_video.m3u8
保定公共,http://jwcdnqx.hebyun.com.cn/live/bdxw1/1500k/tzwj_video.m3u8
保定生活,http://jwcdnqx.hebyun.com.cn/live/bddst/1500k/tzwj_video.m3u8
承德公共生活,https://jwliveqxzb.hebyun.com.cn/cdsggshtv/cdsggshtv.m3u8
承德新闻综合,https://jwliveqxzb.hebyun.com.cn/cdsxwzhtv/cdsxwzhtv.m3u8
大厂一套,http://60.10.185.184:1935/live/dc1.stream/playlist.m3u8
定州生活频道,https://jwliveqxzb.hebyun.com.cn/shpd/shpd.m3u8
定州新闻综合,https://jwliveqxzb.hebyun.com.cn/xxzhpd/xxzhpd.m3u8
丰宁综合频道,https://jwliveqxzb.hebyun.com.cn/fengningzonghe/fengningzonghe.m3u8
邯郸新闻,https://jwliveqxzb.hebyun.com.cn/hdxwzh/hdxwzh.m3u8
邯郸公共,https://jwliveqxzb.hebyun.com.cn/hdgg/hdgg.m3u8
邯郸科教,https://jwliveqxzb.hebyun.com.cn/hdkj/hdkj.m3u8
衡山,http://live.hznet.tv:1935/live/live1/500K/tzwj_video.m3u8
衡水新闻综合,http://111.225.205.64:8081/964D4p2/800/live.m3u8
景县电视一套,http://hbjx.chinashadt.com:1935/live/stream:jx1.stream/playlist.m3u8
涞水新闻频道,https://jwliveqxzb.hebyun.com.cn/lsdst/lsdst.m3u8
隆化影视频道,http://hblh.chinashadt.com:2036/live/stream:lh2.stream/playlist.m3u8
隆化综合频道,http://hblh.chinashadt.com:2036/live/stream:lh1.stream/playlist.m3u8
